item,item_label,itemparent,itemparent_label,itemgrandparent,itemgrandparent_label,subclass,subclass_label,class,class_label,department,department_label,group,group_label,division,division_label,supplier,supplier_label,parentdiff1,parentdiff1_label,grandparentdiff1,grandparentdiff1_label,subclassdiff1,subclassdiff1_label,classdiff1,classdiff1_label,deptdiff1,deptdiff1_label,diff1,diff1_label,itemgrp1,itemgrp1_label,itemgrp2,itemgrp2_label
2000021,2000021 item 21,11002629,11002629 overlapping package ,11002629,11002629 overlapping Pack,3420,3420Filter Tipped,3410,3410Cigarettes*,2400,2400Tobacco*,5000,Group 4,1,All Product,1001,Supplier 2,10002629_MED,10002629Marlboro light's Single Pack Medium,10002629_MED,10002629Marlboro light's Single Pack Medium,2420_MED,2420Filter Tipped Medium,2410_MED,2410Cigarettes* Medium,1400_MED,1400Tobacco* Medium,_MED,Medium,3420,3420Filter Tipped,3410,3410Cigarettes*
2000022,2000022 item 22,11002629,11002629 overlapping package ,11002629,11002629 overlapping Pack,3420,3420Filter Tipped,3410,3410Cigarettes*,2400,2400Tobacco*,5000,Group 4,1,All Product,1001,Supplier 2,10002629_MED,10002629Marlboro light's Single Pack Medium,10002629_MED,10002629Marlboro light's Single Pack Medium,2420_MED,2420Filter Tipped Medium,2410_MED,2410Cigarettes* Medium,1400_MED,1400Tobacco* Medium,_MED,Medium,3420,3420Filter Tipped,3410,3410Cigarettes*
2000023,2000023 item 23,11002629,11002629 overlapping package ,11002629,11002629 overlapping Pack,3420,3420Filter Tipped,3410,3410Cigarettes*,2400,2400Tobacco*,5000,Group 4,1,All Product,1001,Supplier 2,10002629_MED,10002629Marlboro light's Single Pack Medium,10002629_MED,10002629Marlboro light's Single Pack Medium,2420_MED,2420Filter Tipped Medium,2410_MED,2410Cigarettes* Medium,1400_MED,1400Tobacco* Medium,_MED,Medium,3420,3420Filter Tipped,3410,3410Cigarettes*
0877798087,"0877798087 Merriam-Webster's Collegiate Dictionary, 11th Edition",0877798087,"0877798087 Merriam-Webster's Collegiate Dictionary, 11th Edition",0877798087,"0877798087 Merriam-Webster's Collegiate Dictionary, 11th Edition",3081_4_1,308141 Dictionaries*,3081_4,30814 Reference*,3081,3081 Books Reference*,6000,Group IIP,1,All Product,3030,3030 General Book Supplier,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3081_4_1,308141 Dictionaries*,3081_4,30814 Reference*
100004009,100004009 DVD Player,100004009,100004009 DVD Player,100004009,100004009 DVD Player,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*,3001,3001 Home Theater*,6000,Group IIP,1,All Product,3000,3000 APPLE*,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*
100004033,100004033 Blue Ray DVD Player,100004033,100004033 Blue Ray DVD Player,100004033,100004033 Blue Ray DVD Player,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*,3001,3001 Home Theater*,6000,Group IIP,1,All Product,3000,3000 APPLE*,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*
100013010,100013010 20 oz Scented Jar Candle:Cinnamon,100013010,100013010 20 oz Scented Jar Candle:Cinnamon,100013001,100013001 20 oz Scented Jar Candle,3024_2_2,302422 Jar*,3024_2,30242 Candles*,3024,3024 Home Decor'*,6000,Group IIP,1,All Product,3100,3100 Home Decor Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3024_2_2,302422 Jar*,3024_2,30242 Candles*
100013028,100013028 20 oz Scented Jar Candle:Spiced Pear,100013028,100013028 20 oz Scented Jar Candle:Spiced Pear,100013001,100013001 20 oz Scented Jar Candle,3024_2_2,302422 Jar*,3024_2,30242 Candles*,3024,3024 Home Decor'*,6000,Group IIP,1,All Product,3100,3100 Home Decor Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3024_2_2,302422 Jar*,3024_2,30242 Candles*
100013036,100013036 20 oz Scented Jar Candle:VANILLA,100013036,100013036 20 oz Scented Jar Candle:VANILLA,100013001,100013001 20 oz Scented Jar Candle,3024_2_2,302422 Jar*,3024_2,30242 Candles*,3024,3024 Home Decor'*,6000,Group IIP,1,All Product,3100,3100 Home Decor Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3024_2_2,302422 Jar*,3024_2,30242 Candles*
100014039,"100014039 Duracell Size ""D"" 4 pack",100014039,"100014039 Duracell Size ""D"" 4 pack",100014039,"100014039 Duracell Size ""D"" 4 pack",3004_4_1,300441 General Purpose*,3004_4,30044 Nokia,3004,3004 Accessories*,6000,Group IIP,1,All Product,3020,3020 Battery Supplier,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3004_4_1,300441 General Purpose*,3004_4,30044 Nokia
100015007,"100015007 Duracell Size ""C"" 4 pack",100015007,"100015007 Duracell Size ""C"" 4 pack",100015007,"100015007 Duracell Size ""C"" 4 pack",3004_4_1,300441 General Purpose*,3004_4,30044 Nokia,3004,3004 Accessories*,6000,Group IIP,1,All Product,3020,3020 Battery Supplier,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3004_4_1,300441 General Purpose*,3004_4,30044 Nokia
100015015,"100015015 Duracell Size ""AAA"" 8 pack",100015015,"100015015 Duracell Size ""AAA"" 8 pack",100015015,"100015015 Duracell Size ""AAA"" 8 pack",3004_4_1,300441 General Purpose*,3004_4,30044 Nokia,3004,3004 Accessories*,6000,Group IIP,1,All Product,3020,3020 Battery Supplier,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3004_4_1,300441 General Purpose*,3004_4,30044 Nokia
100015023,100015023 Toshiba DVD Player,100015023,100015023 Toshiba DVD Player,100015023,100015023 Toshiba DVD Player,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*,3001,3001 Home Theater*,6000,Group IIP,1,All Product,3000,3000 APPLE*,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*
100015031,"100015031 Battery Display Fixture--Free Standing, Multi-Size",100015031,"100015031 Battery Display Fixture--Free Standing, Multi-Size",100015031,"100015031 Battery Display Fixture--Free Standing, Multi-Size",3004_4_1,300441 General Purpose*,3004_4,30044 Nokia,3004,3004 Accessories*,6000,Group IIP,1,All Product,3020,3020 Battery Supplier,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3004_4_1,300441 General Purpose*,3004_4,30044 Nokia
100015066,100015066 Magnavox blue ray DVD Player,100015066,100015066 Magnavox blue ray DVD Player,100015066,100015066 Magnavox blue ray DVD Player,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*,3001,3001 Home Theater*,6000,Group IIP,1,All Product,3000,3000 APPLE*,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*
100015074,100015074 Toshiba blue ray DVD Player,100015074,100015074 Toshiba blue ray DVD Player,100015074,100015074 Toshiba blue ray DVD Player,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*,3001,3001 Home Theater*,6000,Group IIP,1,All Product,3000,3000 APPLE*,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*
100016000,"100016000 Crest Toothpaste  Extra Whitening, Cool Mint",100016000,"100016000 Crest Toothpaste  Extra Whitening, Cool Mint",100016000,"100016000 Crest Toothpaste  Extra Whitening, Cool Mint",3009_1_1,300911 Toothpaste*,3009_1,30091 Oral Care*,3009,3009 Personal Care*,6000,Group IIP,1,All Product,3040,3040 Procter and Gamble,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3009_1_1,300911 Toothpaste*,3009_1,30091 Oral Care*
100018005,100018005 Wooden Office Desk,100018005,100018005 Wooden Office Desk,100018005,100018005 Wooden Office Desk,3011_1_1,301111 Wood*,3011_1,30111 Desks*,3011,3011 Office Furniture*,6000,Group IIP,1,All Product,3050,3050 Furniture Supplier,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3011_1_1,301111 Wood*,3011_1,30111 Desks*
100023007,100023007 Relaxed Fit Jeans:Washed:28W:31,100023007,100023007 Relaxed Fit Jeans:Washed:28W:31,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023015,100023015 Relaxed Fit Jeans:Washed:28W:32,100023015,100023015 Relaxed Fit Jeans:Washed:28W:32,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023023,100023023 Relaxed Fit Jeans:Washed:28W:33,100023023,100023023 Relaxed Fit Jeans:Washed:28W:33,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023031,100023031 Relaxed Fit Jeans:Washed:28W:34,100023031,100023031 Relaxed Fit Jeans:Washed:28W:34,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023040,100023040 Relaxed Fit Jeans:Washed:28W:35,100023040,100023040 Relaxed Fit Jeans:Washed:28W:35,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023058,100023058 Relaxed Fit Jeans:Washed:28W:36,100023058,100023058 Relaxed Fit Jeans:Washed:28W:36,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023066,100023066 Relaxed Fit Jeans:Washed:29W:28,100023066,100023066 Relaxed Fit Jeans:Washed:29W:28,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023074,100023074 Relaxed Fit Jeans:Washed:29W:29,100023074,100023074 Relaxed Fit Jeans:Washed:29W:29,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023082,100023082 Relaxed Fit Jeans:Washed:29W:30,100023082,100023082 Relaxed Fit Jeans:Washed:29W:30,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023091,100023091 Relaxed Fit Jeans:Washed:29W:31,100023091,100023091 Relaxed Fit Jeans:Washed:29W:31,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023103,100023103 Relaxed Fit Jeans:Washed:29W:32,100023103,100023103 Relaxed Fit Jeans:Washed:29W:32,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023111,100023111 Relaxed Fit Jeans:Washed:29W:33,100023111,100023111 Relaxed Fit Jeans:Washed:29W:33,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023120,100023120 Relaxed Fit Jeans:Washed:29W:34,100023120,100023120 Relaxed Fit Jeans:Washed:29W:34,100007007,100007007 Relaxed Fit Jeans,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*,2101,2101 Men's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2101_2_3,210123 Denim*,2101_2,21012 Bottoms*
100023189,100023189 Personal Care Dummy SKU,100023189,100023189 Personal Care Dummy SKU,100023189,100023189 Personal Care Dummy SKU,3009_1_4,"300914 Floss, Accessories*",3009_1,30091 Oral Care*,3009,3009 Personal Care*,6000,Group IIP,1,All Product,3040,3040 Procter and Gamble,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3009_1_4,"300914 Floss, Accessories*",3009_1,30091 Oral Care*
100023197,100023197 Personal CareP&G Template Item,100023197,100023197 Personal CareP&G Template Item,100023197,100023197 Personal CareP&G Template Item,3009_1_4,"300914 Floss, Accessories*",3009_1,30091 Oral Care*,3009,3009 Personal Care*,6000,Group IIP,1,All Product,3040,3040 Procter and Gamble,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3009_1_4,"300914 Floss, Accessories*",3009_1,30091 Oral Care*
100024114,100024114 Samsung blue ray DVD player,100024114,100024114 Samsung blue ray DVD player,100024114,100024114 Samsung blue ray DVD player,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*,3001,3001 Home Theater*,6000,Group IIP,1,All Product,3000,3000 APPLE*,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*
100027091,100027091 Single Disk magnavox recordable DVD player,100027091,100027091 Single Disk magnavox recordable DVD player,100027091,100027091 Single Disk magnavox recordable DVD player,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*,3001,3001 Home Theater*,6000,Group IIP,1,All Product,3000,3000 APPLE*,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*
100028086,100028086 Crew Neck T-shirt:T-Shirt Order Template,100028086,100028086 Crew Neck T-shirt:T-Shirt Order Template,100028086,100028086 Crew Neck T-shirt:T-Shirt Order Template,2001_2_2,200122 Tees*,2001_2,20012 Tops*,2001,2001 Women's Casuals*,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2001_2_2,200122 Tees*,2001_2,20012 Tops*
100028158,100028158 Premium DVD changer,100028158,100028158 Premium DVD changer,100028158,100028158 Premium DVD changer,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*,3001,3001 Home Theater*,6000,Group IIP,1,All Product,3000,3000 APPLE*,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*
100029097,100029097 Sony Recordable DVD player,100029097,100029097 Sony Recordable DVD player,100029097,100029097 Sony Recordable DVD player,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*,3001,3001 Home Theater*,6000,Group IIP,1,All Product,3000,3000 APPLE*,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,3001_3_1,300131 Single Disc*,3001_3,30013 DVD*
100036019,100036019 Suede Loafer:Black:10 1/2 Footwear:Medium,100036019,100036019 Suede Loafer:Black:10 1/2 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036027,100036027 Suede Loafer:Black:10 Footwear:Medium,100036027,100036027 Suede Loafer:Black:10 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036035,100036035 Suede Loafer:Black:11 1/2 Footwear:Medium,100036035,100036035 Suede Loafer:Black:11 1/2 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036043,100036043 Suede LoafereBlack:11 Footwear:Medium,100036043,100036043 Suede LoafereBlack:11 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036051,100036051 Suede Loafer:Black:12 1/2 FTW:Medium,100036051,100036051 Suede Loafer:Black:12 1/2 FTW:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036060,100036060 Suede Loafer:Black:12 Footwear:Medium,100036060,100036060 Suede Loafer:Black:12 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036078,100036078 Suede Loafer:Black:13 1/2 Footwear:Medium,100036078,100036078 Suede Loafer:Black:13 1/2 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036086,100036086 Suede Loafer:Black:13 Footwear:Medium,100036086,100036086 Suede Loafer:Black:13 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036094,100036094 Suede Loafer:Black:14 Footwear:Medium,100036094,100036094 Suede Loafer:Black:14 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036107,100036107 Suede Loafer:Black:5 1/2 Footwear:Medium,100036107,100036107 Suede Loafer:Black:5 1/2 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036115,100036115 Suede Loafer:Black:6 1/2 FTW:Medium,100036115,100036115 Suede Loafer:Black:6 1/2 FTW:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036123,100036123 Suede Loafer:Black:6 Footwear:Medium,100036123,100036123 Suede Loafer:Black:6 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036131,100036131 Suede Loafer:Black:7 1/2 Footwear:Medium,100036131,100036131 Suede Loafer:Black:7 1/2 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036140,100036140 Suede Loafer:Black:7 Footwear:Medium,100036140,100036140 Suede Loafer:Black:7 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036158,100036158 Suede Loafer:Black:8 1/2 Footwear:Medium,100036158,100036158 Suede Loafer:Black:8 1/2 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036166,100036166 Suede Loafer:Black:8 Footwear:Medium,100036166,100036166 Suede Loafer:Black:8 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036174,100036174 Suede Loafer:Black:9 1/2 Footwear:Medium,100036174,100036174 Suede Loafer:Black:9 1/2 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
100036182,100036182 Suede Loafer:Black:9 Footwear:Medium,100036182,100036182 Suede Loafer:Black:9 Footwear:Medium,100036001,100036001 Suede Loafer,2302_1_3,230213 Loafers,2302_1,23021 Casual,2302,2302 Men's Footwear,6000,Group IIP,1,All Product,1400,1400 Fashion Domestic,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,unassigned,Unassigned,2302_1_3,230213 Loafers,2302_1,23021 Casual
